"movie_id","keyword"
10880,"suspense"
10880,"astronaut"
10880,"space centre"
13945,"mythology"
13945,"prince"
13945,"crucifixion"
13945,"telekinesis"
13945,"resurrection"
13945,"princess"
13945,"sword fight"
13945,"torture chamber"
13945,"sorcerer"
13945,"king"
13945,"barbarian"
13945,"cult film"
13945,"sword and sorcery"
14433,"africa"
14433,"south africa"
14433,"british army"
14433,"british empire"
14433,"mixed martial arts"
14433,"violence"
14433,"attempted rape"
14433,"cult film"
14433,"zulu"
14433,"tribal warfare"
9932,"prison"
9932,"gold"
9932,"therapist"
9932,"gangster"
13369,"independent film"
2757,"alligator"
2757,"marriage crisis"
2757,"writer's block"
2757,"orchid"
7299,"resistance"
7299,"fascism"
7299,"totalitarian regime"
7299,"destroy"
7299,"phasing"
7299,"dystopia"
7299,"book burning"
7299,"outlaw"
7299,"government agent"
32273,"teacher"
26356,"greek mythology"
26356,"ritual"
26356,"marriage crisis"
26356,"medea"
26356,"revenge"
26356,"infanticide"
23990,"sex"
23990,"nudity"
23990,"surrealism"
23990,"lesbian"
23990,"unsimulated sex"
23990,"los angeles"
23990,"relationship"
23990,"woman director"
4241,"rape"
4241,"sexual abuse"
4241,"married couple"
4241,"longing"
4241,"knife"
4241,"marriage crisis"
4241,"necrophilia"
4241,"sodomy"
4241,"independent film"
4241,"sexual harassment"
4241,"sexual violence"
4241,"psychopathy"
37335,"musical"
35343,"jönsson gang"
35343,"criminal"
17360,"escape"
17360,"nazi germany"
17360,"soccer"
31695,"judge"
31695,"artist"
31695,"car accident"
76397,"musical"
76397,"mexican american"
76397,"san quentin"
40952,"nudity"
40952,"blackout"
40952,"siege"
40952,"revenge"
40952,"murder"
40952,"independent film"
40952,"escape"
40952,"mental institution"
40952,"maniac"
40952,"mental illness"
40952,"meat cleaver"
40952,"escaped mental patient"
40952,"mailman"
38849,"android"
38849,"spaceship"
38849,"independent film"
38849,"escape"
38849,"fugitive"
71524,"sport"
71524,"belmondo"
43279,"mission"
43279,"commando"
43279,"commando mission"
29743,"roman empire"
29743,"milan"
29743,"attila"
29743,"huns"
41760,"marriage"
41760,"children"
41760,"playwright"
31665,"outlaw"
40219,"mutation"
40219,"cult film"
40219,"psychotronic"
45840,"writing"
16363,"brothel"
16363,"corset"
16363,"crusader"
16363,"musical"
16363,"governor"
16363,"based on play or musical"
16363,"tv reporter"
16363,"madame"
16363,"busty"
16363,"cat house"
16363,"swearing"
22023,"female nudity"
22023,"corruption"
22023,"mexico"
22023,"child murderer"
22023,"texas"
22023,"emigration"
22023,"kidnapping"
22023,"drug traffic"
22023,"border"
22023,"nudity"
22023,"drug smuggle"
22023,"police"
22023,"border crossing"
22023,"murder"
22023,"illegal immigrant"
22023,"drug"
22023,"sunglasses"
22023,"car chase"
22023,"desert"
22023,"drug trafficking"
22023,"dead children"
171,"holiday"
171,"paris"
171,"parent child relationship"
171,"puberty"
171,"first time"
171,"daughter"
171,"mother daughter relationship"
171,"teenage crush"
171,"train"
171,"wedding"
171,"youth"
171,"celebration"
73116,"gothic"
42124,"film making"
25297,"cannery"
39274,"japan"
39274,"samurai"
39274,"sword fight"
39274,"aikido"
11564,"usa"
11564,"female nudity"
11564,"detective"
11564,"music teacher"
11564,"nudity"
11564,"punk"
11564,"high school"
11564,"vigilante"
11564,"violence in schools"
11564,"murder"
11564,"independent film"
11564,"teacher"
11564,"gang"
11564,"lesbian"
11564,"gang rape"
11564,"juvenile delinquent"
11564,"punk band"
11564,"canuxploitation"
67772,"texas"
67772,"independent film"
67772,"flashback"
4202,"french revolution"
4202,"biography"
4202,"independent film"
17590,"murder"
17590,"suspense"
17590,"playwright"
20787,"space opera"
28940,"restaurant"
28940,"murder"
28940,"swinger"
28940,"cannibalism"
13497,"music rehearsal"
13497,"fraternity initiation"
13497,"television broadcast"
13497,"white male pretending to be black"
13497,"sorority party"
13497,"push ups"
11852,"sexual identity"
11852,"sex"
11852,"identity"
11852,"human body"
11852,"friendship"
11852,"jewelry"
11852,"shopping mall"
11852,"thief"
11852,"breast"
11852,"gate keeper"
11852,"body-swap"
7303,"hotel"
7303,"politician"
7303,"mistaken identity"
7303,"maid"
7303,"class differences"
7303,"single mother"
7303,"public relations"
7303,"maid uniform"
7303,"hotel clerk"
7303,"wealth differences"
201,"clone"
201,"assassination"
201,"ambush"
201,"federation"
201,"starfleet"
201,"enterprise-e"
201,"romulus"
201,"android"
201,"senate"
201,"self sacrifice"
201,"telepathy"
201,"weapon"
201,"romulans"
201,"space opera"
2755,"wife husband relationship"
2755,"channel surfing"
2755,"mullet"
2755,"spiritual journey"
2755,"life changing"
2755,"pioneer village"
2755,"family gathering"
21868,"christmas"
10856,"gambling"
10856,"casino"
10856,"robbery"
10856,"fight"
10856,"nudity"
10856,"earthquake"
10856,"survivor"
10856,"love"
10856,"thief"
10856,"murder"
10856,"independent film"
10856,"money"
10856,"fate"
10856,"crash"
10856,"game"
10856,"destiny"
10856,"luck"
10856,"deadly"
99826,"stand-up comedy"
18602,"independent film"
18602,"woman director"
121,"elves"
121,"orcs"
121,"middle-earth (tolkien)"
121,"hobbit"
121,"based on novel"
121,"explosive"
121,"cave"
121,"fort"
121,"army"
121,"mission"
121,"attack"
121,"guide"
121,"wizard"
121,"ring"
121,"sword and sorcery"
25838,"world war ii"
25838,"japanese occupation"
1429,"prison"
1429,"prisoner"
1429,"dream"
1429,"drug dealer"
1429,"nightclub"
1429,"american dream"
1429,"male friendship"
1429,"melancholy"
1429,"girlfriend"
1429,"friendship"
1429,"aftercreditsstinger"
13435,"u.s. navy"
13435,"biography"
3131,"fire"
3131,"irish-american"
3131,"immigrant"
3131,"gang war"
3131,"pickpocket"
3131,"ship"
3131,"gang of thieves"
3131,"butcher"
3131,"pig"
3131,"army"
3131,"rescue"
3131,"gang"
2642,"set"
2642,"sammen"
14317,"sister sister relationship"
14317,"safari"
14317,"wildlife"
14317,"baboon"
14317,"chimpanzee"
14317,"woman director"
11022,"assertion"
11022,"investigation"
11022,"internal affairs"
11022,"narcotics cop"
24249,"jealousy"
24249,"underground"
24249,"eroticism"
24249,"nudity"
24249,"sociopath"
24249,"drug"
24249,"stranger"
24249,"club"
24249,"executive"
24249,"neo-noir"
9491,"fight"
9491,"wrong accusal"
9491,"lover"
9491,"weapon"
9491,"psychopath"
9491,"policewoman"
9491,"female police officer"
9491,"woman director"
2149,"sex"
2149,"infidelity"
2149,"eroticism"
2149,"nudity"
2149,"seduction"
2149,"murder"
2149,"drug"
2149,"neo-noir"
20139,"lesbian relationship"
20139,"lgbt"
32074,"cia"
32074,"hostage"
32074,"eastern germany"
32074,"russia"
19067,"fencing"
19067,"russian front"
19067,"napoleonic wars"
19067,"pistol duel"
19067,"sword duel"
53712,"murder"
53712,"pregnancy"
53712,"classic noir"
25848,"father son relationship"
25848,"prostitute"
25848,"wilderness"
25848,"greed"
25848,"treasure hunt"
25848,"sahara"
25848,"lost city"
25848,"dying of thirst"
14931,"miami"
14931,"assault"
14931,"thief"
14931,"false teeth"
14931,"charles willeford"
11317,"holiday"
11317,"loss of mother"
11317,"research"
11317,"cousin"
11317,"spring"
11317,"uncle"
11317,"essay"
4032,"neighbor"
4032,"child killed by animal"
4032,"writing class"
4032,"makeup artist"
4032,"bee sting"
4032,"camper"
4032,"cosmetologist"
4032,"tree climbing"
4032,"death in childbirth"
4032,"tuba"
4032,"bee attack"
8392,"japan"
8392,"mother"
8392,"sister sister relationship"
8392,"supernatural powers"
8392,"leave"
8392,"village"
8392,"hospital"
8392,"new neighbor"
8392,"moving"
8392,"new home"
8392,"magical creature"
8392,"cute"
8392,"anime"
31804,"hong kong"
81048,"heist"
81048,"black and white"
81048,"safecracker"
81048,"real time"
12232,"toy"
12232,"wretch"
12232,"sultan"
12232,"flying carpet"
12232,"bagdad"
12232,"orient"
11706,"winter"
11706,"russia"
11706,"napoleon"
11706,"marriage"
11706,"war"
11706,"family"
11706,"napoleonic wars"
11706,"pistol duel"
11706,"napoleon bonaparte"
61265,"suspense"
42569,"male nudity"
42569,"brother brother relationship"
42569,"mother"
42569,"rape"
42569,"based on novel"
42569,"senility"
42569,"dark comedy"
42569,"caretaker"
42569,"incest"
42569,"nursing home"
42569,"oedipus complex"
25720,"cold war"
25720,"murder"
26946,"monster"
26946,"island"
26946,"water monster"
26946,"crab"
26946,"independent film"
26946,"b movie"
26946,"giant monster"
26946,"decapitation"
26946,"scientist"
26946,"creature feature"
26946,"giant crab"
16938,"winter"
16938,"murder"
16938,"slasher"
16938,"prank telephone call"
16938,"christmas horror"
16938,"sorority house"
16938,"canuxploitation"
16938,"obscene telephone call"
16938,"christmas"
16938,"proto-slasher"
21143,"london england"
21143,"based on novel"
21143,"plant"
21143,"giant plant"
21143,"alien life-form"
21143,"meteor"
21143,"independent film"
21143,"alien invasion"
21143,"blindness"
21143,"man eating plant"
61578,"independent film"
20424,"flying saucer"
20424,"invasion"
20424,"alien life-form"
20424,"mind control"
20424,"ufo"
20424,"spaceship"
20424,"alien"
20424,"independent film"
20424,"martian"
20424,"surprise ending"
20424,"alien invasion"
20424,"child's point of view"
20424,"alien possession"
20424,"sand dune"
20424,"ray gun"
20424,"underground cavern"
20424,"sand pit"
4561,"eroticism"
4561,"subjection"
4561,"sadomasochism"
4561,"bdsm"
4561,"erotic movie"
4435,"buddhism"
4435,"emperor"
4435,"commander"
4435,"reue"
4435,"india"
4435,"ancient world"
4435,"historical drama"
16993,"transporter"
16993,"boxer"
16993,"boxing match"
16993,"sport"
16993,"gritty"
16993,"over-the-hill fighter"
18002,"london england"
18002,"gang war"
18002,"ambition"
18002,"organized crime"
18002,"gang"
18002,"crime"
640,"con man"
640,"biography"
640,"fbi agent"
640,"overhead camera shot"
640,"attempted jailbreak"
640,"engagement party"
640,"mislaid trust"
640,"bank fraud"
640,"inspired by a true story"
10599,"italy"
10599,"lie"
10599,"woodcutter"
10599,"nose"
10599,"puppet"
10599,"wooden"
1574,"chicago"
1574,"based on play or musical"
1574,"prison matron"
1574,"jazz age"
1574,"nude man murdered"
590,"london england"
590,"suicide"
590,"gay"
590,"poetry"
590,"aids"
590,"drowning"
590,"depression"
590,"home"
590,"way of life"
590,"self-destruction"
590,"province"
590,"literature"
590,"empowerment"
590,"country life"
590,"family's daily life"
590,"sense of life"
590,"homelessness"
590,"leaving one's family"
590,"delusion"
13560,"infidelity"
13560,"controversy"
423,"individual"
423,"resistance"
423,"radio station"
423,"war crimes"
423,"loss of family"
423,"child murderer"
423,"hunger"
423,"world war ii"
423,"prisoners of war"
423,"homeland"
423,"deportation"
423,"hiding place"
423,"ghetto riot"
423,"jew persecution"
423,"liberation"
423,"warsaw ghetto"
423,"polish resistance"
423,"nazis"
423,"biography"
423,"classical music"
423,"panzer"
423,"pianist"
28028,"independent film"
41084,"tv show"
41084,"quiz show"
41084,"revenge"
18773,"shower"
18773,"nudity"
18773,"nightmare"
18773,"seduction"
18773,"stalker"
18773,"murder"
18773,"suspense"
16225,"sex"
16225,"space travel"
16225,"possession"
16225,"rotoscoping"
16225,"female protagonist"
16225,"extreme violence"
16225,"splatter"
16225,"cult film"
16225,"destiny"
16225,"space station"
16225,"dark heroine"
16225,"adult animation"
16225,"gatling gun"
28679,"rape"
28679,"horror"
28679,"violence"
28679,"video nasty"
28679,"foreign"
262,"prison"
262,"show business"
262,"entertainer"
262,"fbi"
262,"blackmail"
262,"tv show"
262,"public"
262,"studio"
262,"receptionist"
15395,"suicide"
15395,"lovesickness"
15395,"drug abuse"
15395,"sadness"
15395,"mother-in-law"
15395,"independent film"
15395,"model airplane"
4912,"microfilm"
4912,"biography"
4912,"silencer"
4912,"intrigue"
107693,"flowers"
23626,"stand-up comedy"
23626,"redneck"
12090,"venice"
12090,"france"
12090,"prison"
12090,"fire"
12090,"europe"
12090,"married couple"
12090,"honeymoon"
12090,"castle"
12090,"just married"
12090,"chewing gum"
12090,"marriage"
12090,"police"
12090,"vacation"
44233,"independent film"
35172,"moral conflict"
36273,"brazilian"
36273,"underworld"
14390,"sex"
14390,"detective"
14390,"insult"
14390,"rivalry"
14390,"independent film"
14390,"violence"
14390,"guilt"
14390,"tabloid"
41209,"independent film"
9582,"infidelity"
9582,"bachelor"
9582,"blackmail"
9582,"fantasy"
9582,"truth"
9582,"party"
9582,"liar"
9582,"friends"
9582,"misunderstanding"
9582,"wedding"
9582,"fiancée"
10628,"money delivery"
10628,"fool"
10628,"australia"
10628,"hoodlum"
10628,"kangaroo"
11078,"security camera"
11078,"safety"
11078,"patrol"
11078,"conflict"
11078,"police academy"
11078,"security guard"
11078,"colleague"
598,"male nudity"
598,"street gang"
598,"brazilian"
598,"photographer"
598,"1970s"
598,"puberty"
598,"ghetto"
598,"gang war"
598,"coming of age"
598,"woman director"
598,"1980s"
15842,"depression"
15842,"party"
15842,"love"
15842,"mental institution"
15842,"dogme 95"
15842,"mental illness"
15842,"amazing grace hymn"
24711,"brother brother relationship"
24711,"sex"
24711,"nudity"
24711,"paralysis"
24711,"police"
24711,"cop"
24711,"suspense"
24711,"courtroom"
24711,"neo-noir"
43886,"small town"
43886,"flower"
43886,"dinner"
11222,"paris"
11222,"hitman"
11222,"planned murder"
11222,"dying and death"
11222,"friendship"
11222,"leukemia"
13199,"juvenile prison"
13199,"jail"
13199,"east los angeles"
13199,"hood"
13199,"gang"
13199,"racism"
13199,"violence"
13199,"mexican american"
13199,"lowrider"
8073,"robbery"
8073,"louvre"
8073,"woman between two men"
8073,"bastille"
8073,"nouvelle vague"
26393,"marriage"
15278,"rap music"
15278,"hip-hop"
15278,"wheelchair"
15278,"jeep"
15278,"satire"
15278,"dark comedy"
15278,"spoof"
15278,"african american"
15278,"woman director"
1484,"child murderer"
1484,"court"
14667,"vietnam war"
14667,"love"
14667,"woman director"
47263,"diving"
47263,"treasure"
47263,"navy"
47263,"musical"
18692,"musical"
18692,"acapulco mexico"
15734,"captain"
15734,"charter boat"
34148,"family"
34148,"motherhood"
20813,"paris"
20813,"bridge"
20813,"teen angst"
20813,"teenage girl"
20813,"venezia"
53027,"date"
53027,"independent film"
53027,"neighbor"
53027,"mistaken identity"
53027,"girl next door"
18894,"musical"
26252,"tourist"
26252,"inspector"
26252,"promise"
26252,"fugitive"
26252,"algiers"
24742,"love letter"
24742,"summer"
24742,"teenager"
24742,"summer vacation"
24742,"teen comedy"
24742,"secret admirer"
19415,"male nudity"
19415,"female nudity"
19415,"greece"
19415,"nudity"
19415,"vacation"
19415,"greek"
19415,"independent film"
19415,"summer"
19415,"threesome"
5968,"adultery"
5968,"infidelity"
5968,"red dress"
10727,"witch"
10727,"loss of mother"
10727,"small town"
10727,"death penalty"
10727,"lighthouse"
10727,"cowardliness"
10727,"spirit"
10727,"witch hunt"
9045,"vatican"
9045,"pope"
9045,"concentration camp"
9045,"holocaust"
9045,"schutzstaffel"
9045,"nazis"
9045,"nazi germany"
9045,"doctor"
9045,"conscience"
9045,"catholicism"
9045,"euthanasia"
9082,"clerk"
9082,"subjectivity"
9082,"adolf hitler"
9082,"interview"
9082,"nazi germany"
9082,"remembrance"
92348,"feminism"
92348,"documentary"
92348,"independent film"
92348,"woman director"
20663,"war veteran"
20663,"hand grenade"
20663,"suspense"
20663,"classic noir"
31916,"prisoner"
31916,"island"
31916,"volcano"
31916,"rescue"
31916,"priest"
31916,"hospital"
31916,"quicksand"
61807,"based on novel"
20639,"sport"
7514,"disc jockey"
7514,"church choir"
7514,"jamaica"
7514,"reggae"
7514,"parish"
7514,"recording contract"
7514,"record producer"
7514,"record label"
7514,"film and cinema"
7514,"music"
7514,"murder"
7514,"marijuana"
7514,"midnight movie"
7514,"drug"
42795,"crete"
42795,"teenage girl"
42795,"emerald"
44164,"woman director"
12253,"father son relationship"
12253,"loss of father"
12253,"biker"
12253,"motor sport"
12253,"gang"
12253,"motorcycle"
9358,"ambulance"
9358,"premonition"
9358,"hospital"
1647,"spy"
1647,"cia"
1647,"extramarital affair"
9027,"sex"
9027,"indian lead"
9027,"dancing master"
9027,"new love"
9027,"porn actor"
9027,"guru"
9027,"wedding"
9027,"sex comedy"
9027,"woman director"
125945,"israel"
125945,"1940s"
21189,"director"
21189,"don quixote"
21189,"cervantes"
10894,"difficult childhood"
10894,"psychoterror"
10894,"murder"
10894,"loneliness"
10894,"artificial"
28528,"pride"
28528,"tall man"
28528,"fixed fight"
28528,"corrupt system"
28528,"press agent"
28528,"broken jaw"
34783,"factory"
34783,"naivety"
34783,"sequel"
34783,"social satire"
34374,"jack the ripper"
34374,"sherlock holmes"
12490,"prosecution"
12490,"gang of thieves"
12490,"painting"
12490,"master thief"
12490,"police officer"
12490,"family"
12490,"extramarital affair"
26761,"brother-in-law"
26761,"self-defense"
26761,"nightmare"
26761,"childhood trauma"
26761,"foster sister"
26761,"film noir"
35185,"movie theater"
15802,"japan"
15802,"prostitute"
15802,"sex"
15802,"opium"
15802,"yakuza"
15802,"nudity"
15802,"sadomasochism"
15802,"unsimulated sex"
15802,"drug"
15802,"bdsm"
15802,"erotic movie"
8286,"paris"
8286,"wife husband relationship"
8286,"deceived husband"
8286,"bourgeoisie"
8286,"extramarital affair"
43028,"blackmail"
43028,"gay man"
24129,"mentally disabled"
4628,"love triangle"
4628,"cold war"
4628,"iron curtain"
4628,"renegade"
4193,"detective"
4193,"greece"
4193,"murder mystery"
10724,"flying"
10724,"pilot"
10724,"kampfjet"
10724,"false identity"
10724,"assault"
10724,"suspense"
89571,"alps"
89571,"swiss alps"
89571,"mountaineering"
32065,"war veteran"
32065,"revenge"
11915,"prosecution"
11915,"traffic warden"
11915,"gendarmerie"
11915,"saint tropez"
42136,"train robbery"
42136,"20th century"
28307,"historical figure"
28307,"writer"
37917,"tuberculosis"
37917,"whorehouse"
37917,"stealing a chicken"
37191,"mike hammer"
210092,"based on novel"
210092,"shower"
210092,"golf"
210092,"one-night stand"
210092,"swimming pool"
210092,"independent film"
210092,"wrestler"
210092,"blindness"
210092,"piano player"
3028,"double life"
3028,"musical"
3028,"jekyll and hyde"
29224,"jönsson gang"
81001,"romance"
81001,"haunting"
81001,"ghost"
8219,"gay"
8219,"madrid"
8219,"gay sex"
8219,"intrigue"
8219,"extramarital affair"
8219,"lgbt"
27088,"male nudity"
27088,"female nudity"
27088,"prostitute"
27088,"sex"
27088,"sadness"
27088,"nudity"
27088,"friendship"
27088,"remake"
27088,"sexual humor"
27088,"teen movie"
27088,"teenager"
27088,"drug"
27088,"cult film"
27088,"sex comedy"
27088,"boy with glasses"
27088,"abortion"
10150,"love of one's life"
10150,"magic"
10150,"magic show"
10150,"prince"
10150,"sorcerer's apprentice"
10150,"enchantment"
10150,"unicorn"
20980,"rape"
20980,"sex"
20980,"cocaine"
20980,"heroin"
20980,"bisexuality"
20980,"punk"
20980,"alien"
20980,"androgyny"
20980,"drug"
20980,"fashion"
20980,"disco"
16407,"china"
16407,"martial arts"
16407,"contest"
41913,"love triangle"
41913,"gay"
41913,"coming out"
41913,"lgbt"
29450,"small town"
29450,"funeral"
29450,"serbia"
29450,"mafia"
29450,"grave digger"
29450,"graveyard"
29450,"1930s"
27380,"dictator"
27380,"soldier"
27380,"electronic music score"
27380,"military unit"
8288,"country house"
8288,"professor"
8288,"wife"
8288,"lovers"
8288,"makler"
8288,"doctor"
8288,"summer"
15600,"corruption"
15600,"journalist"
15600,"coup d'etat"
15600,"chile"
15600,"disappearance"
15600,"military"
124963,"pope"
124963,"nun"
124963,"black market"
124963,"scandal"
124963,"priest"
124963,"money"
124963,"catholic"
124963,"sicilian"
124963,"catholic church"
11949,"musical"
11949,"music"
11949,"concert"
11949,"british"
11949,"sketch"
11949,"live"
11949,"monty python"
11949,"anarchic comedy"
79257,"gold"
79257,"airplane crash"
79257,"prospector"
79257,"enslavement"
79257,"cave in"
41291,"fourth of july"
41291,"circus performer"
23942,"love"
23942,"escape"
23942,"teenager"
23942,"desert"
23942,"temptation"
37997,"independent film"
27609,"running"
27609,"sport"
27609,"female homosexuality"
27609,"lgbt athlete"
25872,"musical"
25872,"parody"
25872,"pirate"
83562,"gay"
83562,"malaya"
127,"train station"
127,"lodz"
127,"airplane"
127,"chance"
127,"functionary"
127,"libya"
127,"political party"
127,"student"
127,"train"
14645,"christmas"
27726,"monster"
27726,"legend"
42135,"homosexuality"
21923,"stand-up comedian"
21923,"laughter"
21923,"celebrity impersonation"
1563,"independent film"
17132,"runaway"
17132,"ransom"
17132,"kidnapping"
17132,"neglect"
17132,"politician"
17132,"police"
17132,"escaped convict"
2262,"alcohol"
2262,"munich"
2262,"doctor"
2262,"drug"
2262,"movie star"
52772,"san francisco"
52772,"family relationships"
52772,"tennis court"
76395,"cia"
76395,"terrorist"
76395,"oil"
37607,"prisoners of war"
37607,"pow"
30874,"new york"
30874,"female nudity"
30874,"detective"
30874,"razor"
30874,"cut-off hand"
30874,"gore"
30874,"giallo"
30874,"violence"
49409,"satire"
49409,"singer"
49409,"dance club"
49409,"woman director"
32048,"murder"
32048,"psychiatrist"
32048,"hitchcockian"
30584,"riddle"
30584,"remake"
30584,"knight"
30584,"king arthur"
48313,"college"
48249,"shakespeare"
48249,"greece"
48249,"island"
48249,"architect"
48249,"retiree"
48249,"based on play or musical"
48249,"independent film"
29702,"rome"
29702,"giallo"
29702,"video nasty"
30049,"mummy"
30049,"alien"
30049,"student"
30049,"archaeologist"
30049,"tomb"
9699,"robbery"
9699,"detective"
9699,"diamant"
9699,"airplane"
9699,"inspector"
9699,"police"
9699,"disguise"
48561,"opera"
30789,"snake"
30789,"attempted robbery"
11057,"resistance"
11057,"brother sister relationship"
11057,"death sentence"
47955,"alcohol"
47955,"based on novel"
47955,"burglar"
47955,"trainer"
47955,"police"
47955,"racist"
47955,"black"
47955,"murder"
47955,"controversial"
47955,"attack"
47955,"blood"
47955,"hollywood"
47955,"violence"
47955,"dog"
47955,"hate"
47955,"trailer"
47955,"vicious"
47955,"canine"
31661,"political satire"
38219,"female nudity"
38219,"monster"
38219,"magic"
38219,"fantasy"
38219,"future"
38219,"based on comic"
38219,"barbarian"
38219,"sword and sorcery"
23943,"female nudity"
23943,"sex"
23943,"telekinesis"
23943,"nerd"
23943,"high school"
23943,"parody"
23943,"laboratory"
23943,"teen movie"
23943,"teen comedy"
23943,"sex comedy"
23943,"science experiment"
26454,"romantic comedy"
9919,"new york"
9919,"bet"
9919,"journalist"
9919,"therapist"
9919,"advertising expert"
9919,"relationship"
6038,"london england"
6038,"indian territory"
6038,"emperor"
6038,"revenge"
6038,"murder"
6038,"arrow"
6038,"duringcreditsstinger"
6038,"imperial seal"
9480,"blindness and impaired vision"
9480,"narration"
9480,"marvel comic"
9480,"superhero"
9480,"daredevil"
9480,"hazardous waste"
9480,"mob hit"
9480,"duringcreditsstinger"
14873,"river"
14873,"musical"
14873,"tiger"
14873,"village"
14873,"feral child"
14873,"sequel"
14873,"bear"
14873,"jungle"
14873,"orphan"
14873,"vulture"
14873,"gong"
14873,"lost"
14873,"shake"
14873,"mango"
13132,"southern usa"
13132,"small town"
13132,"virgin"
13132,"independent film"
13132,"best friend"
22707,"south africa"
22707,"apartheid"
1956,"desperation"
1956,"highway"
1956,"wilderness"
1956,"getting lost"
1956,"friendship"
1956,"murder"
1956,"best friend"
1956,"desert"
1956,"very little dialogue"
1956,"tarkovskyesque"
1956,"friend"
12112,"wife husband relationship"
12112,"insanity"
12112,"murder"
12112,"doctor"
12112,"obsessive love"
12112,"woman director"
12139,"babysitter"
18587,"female nudity"
18587,"detective"
18587,"evidence"
18587,"victim"
18587,"police"
18587,"murder"
18587,"stalking"
18587,"serial killer"
18587,"slasher"
18587,"los angeles"
18587,"violence"
18587,"killer"
18587,"guilt"
18587,"journal"
18587,"naked"
18587,"psycho killer"
18587,"psycho"
18587,"perjury"
18587,"question"
18587,"obscene telephone call"
17264,"poker"
17264,"horse"
17264,"barn"
17264,"training"
17264,"sport"
17264,"rescue"
17264,"survival"
17264,"deserted island"
17264,"stallion"
3426,"love triangle"
2984,"usa"
2984,"hong kong"
33221,"stallion"
59201,"eating non food"
59201,"child rape"
26172,"mormon"
26172,"newspaper reporter"
26173,"1970s"
26173,"immigrant"
26173,"revenge"
26173,"organized crime"
26173,"mobster"
33055,"uzi"
33364,"prostitute"
33364,"grandfather granddaughter relationship"
33364,"friendship"
33364,"tension"
33364,"park"
33364,"tenement"
33364,"blind"
33364,"blindness"
33364,"innocence lost"
33364,"abuse"
33851,"bomber"
33851,"ira"
31598,"police brutality"
31598,"crime boss"
31598,"police corruption"
31598,"district attorney"
59401,"civil war"
22233,"housewife"
22233,"family man"
4952,"telephone"
4952,"love"
4952,"texan"
4952,"millionaire"
4952,"interior decorator"
991,"extraterrestrial technology"
991,"dystopia"
991,"alien life-form"
4911,"corruption"
4911,"police brutality"
4911,"riot"
4911,"ghetto"
4911,"street war"
4911,"hold-up robbery"
4911,"moral conflict"
4911,"special unit"
4911,"police everyday life"
4911,"cops"
4911,"independent film"
4911,"los angeles"
4911,"family"
16072,"war"
16072,"battle"
16072,"union soldier"
16072,"confederate soldier"
16072,"american civil war"
16072,"secession"
11615,"prison"
11615,"journalist"
11615,"texas"
11615,"professor"
11615,"death penalty"
11615,"death row"
11615,"interview"
11615,"murder"
11615,"reporter"
11615,"intern"
11615,"innocent"
11615,"activist"
11635,"sex doll"
11635,"streaking"
11635,"mouth to mouth resuscitation"
102,"individual"
102,"denmark"
102,"paraplegic"
102,"broken engagement"
102,"desperation"
102,"wedding vows"
102,"sense of guilt"
102,"chance"
102,"secret love"
102,"car crash"
102,"hospital"
102,"dogme 95"
102,"relationship"
102,"divorce"
102,"extramarital affair"
102,"disabled"
102,"woman director"
14293,"hustler"
14293,"independent film"
14293,"pool"
41820,"independent film"
10623,"robbery"
10623,"diamant"
10623,"intelligence"
10623,"bank robber"
10623,"thief"
10623,"bank robbery"
10623,"financial transactions"
10623,"hoodlum"
9613,"secret"
9613,"asylum"
9613,"bed and breakfast place"
9613,"past"
9613,"psychopath"
7015,"prisoner"
7015,"alcoholism"
7015,"independent film"
210938,"reno"
210938,"divorce"
49680,"israel"
49680,"minority"
6524,"wealth"
6524,"teacher"
11244,"street gang"
11244,"hero"
11244,"music teacher"
11244,"supernatural powers"
11244,"superhero"
35139,"flying saucer"
35139,"teenager"
35139,"ray gun"
54845,"runaway"
54845,"mafia"
14633,"sister sister relationship"
14633,"prayer"
14633,"divorcee"
14633,"illegal prostitution"
10678,"prison"
10678,"ex-boyfriend"
10678,"support"
10678,"escape"
10678,"lawyer"
9567,"u.s. army"
9567,"nigeria"
9567,"president"
979,"paris"
979,"prostitute"
979,"rape"
979,"sex"
979,"nudity"
979,"trauma"
979,"knife"
979,"assault"
979,"police"
979,"love"
979,"revenge"
979,"unsimulated sex"
979,"cruelty"
979,"brutality"
979,"violence"
979,"drug"
979,"dark"
979,"evil"
979,"boyfriend"
979,"rape and revenge"
979,"underpass"
979,"new french extremism"
13819,"independent film"
13819,"los angeles"
13819,"intern"
13819,"smoking pot"
13819,"dissertation"
13819," lp recording"
13819,"cambridge massachusetts"
13819,"spinning"
13819,"time lapse photography"
13819,"ageism"
13819,"piano player"
13819,"woman director"
1591,"loss of family"
1591,"emigration"
1591,"world war ii"
1591,"jew"
1591,"national socialism"
1591,"kenia"
1591,"only child"
1591,"farm"
1591,"marriage crisis"
1591,"capture"
1591,"woman director"
1591,"emigrant"
24186,"woman director"
455,"london england"
455,"tradition"
455,"indian lead"
455,"culture clash"
455,"immigration"
455,"role of women"
455,"sikh"
455,"women's soccer"
455,"soccer"
455,"family"
455,"woman director"
10632,"hunter"
10632,"fbi"
10632,"knife"
10632,"balkan war"
10632,"woods"
10632,"psychopathic killer"
10632,"slaughter"
10632,"survivalist"
10632,"maniac"
10632,"special forces"
10632,"killing spree"
10632,"combat"
